List Year,Town,Assessed Value,Sale Amount,Sale Ratio
2015,Goshen,22834110,29356779.0,1.2856546193392253
2016,Colebrook,5317640,6048054.0,1.1373567973762797
2018,Rocky Hill,4365560,6264850.0,1.4350621684274183
2020,Middletown,152984471,283984793.0,1.8562981663674871
2020,Wolcott,68538267,115486841.0,1.684997973467873
2009,Morris,7199240,8464780.0,1.175787999844428
2009,Shelton,133185850,167551660.0,1.2580289873135921
2013,Berlin,77060340,91161489.0,1.1829884088235272
2013,Farmington,162560330,262830697.0,1.6168194109842173
2015,Madison,128703299,170286858.0,1.323096294524665
2019,Salem,14558390,22606661.0,1.5528269952927487
2002,New Canaan,352875010,568754342.0,1.611772797399283
2004,Franklin,4797920,7802335.0,1.6261911411611698
2005,Tolland,43755540,77633030.0,1.7742445870854295
2008,Beacon Falls,13157250,22960054.0,1.7450496114309602
2008,Orange,89534000,130506416.0,1.4576185136372775
2019,Weston,157219056,210035805.0,1.335943684841868
2012,Mansfield,40212060,54998627.0,1.3677147353306447
2006,Guilford,139174470,272180717.0,1.9556799246298548
2018,Brookfield,95903410,147394283.0,1.5369034635994696
2019,Berlin,69052290,105235172.15625,1.5239925012805513
2003,Derby,26634330,55475075.0,2.082841017588954
2006,Hampton,3993700,8339300.0,2.0881137792022435
2007,Clinton,58423000,85741830.0,1.4676040258117522
2009,Stafford,76430020,24691447.0,0.3230595386472488
2019,Orange,93403750,176205373.0,1.8864914203123537
2010,Union,1886970,3264900.0,1.730234184963195
2012,Oxford,46400530,62545649.0,1.347951176419752
2016,Ansonia,42001400,59677389.0,1.4208428528572856
2016,Washington,45838513,72082308.0,1.5725271890909724
2017,Groton,121109740,180398367.0,1.4895446642028956
2017,Derby,25480240,36771357.0,1.4431322860381222
2017,Brookfield,94978340,158189943.0,1.6655370371813194
2003,Portland,21857490,49864962.0,2.281367256716119
2004,Stonington,130892490,243476199.0,1.860123518163647
2014,Simsbury,87304870,133733126.0,1.5317945722844557
2002,North Stonington,27403236,36413854.0,1.3288158376623842
2003,Brookfield,103809900,202925143.0,1.9547764037919313
2004,Cheshire,131493920,216260454.0,1.6446422313670472
2010,Westbrook,30796700,35831329.0,1.1634794961797854
2010,Montville,22971160,28430198.0,1.2376474675201425
2017,Haddam,28816355,37916449.0,1.3157961511787317
2001,East Haven,64682460,138638168.0,2.1433657285143455
2003,Hebron,30406210,62196616.0,2.045523463792429
2005,Bridgeport,756622573,817204038.0,1.0800682759963072
2009,Avon,96397000,132514608.0,1.3746756434328868
2010,Southington,84778277,122486289.0,1.4447838919868587
2011,Old Saybrook,88650400,93599002.0,1.0558215416963714
2012,Washington,67534034,88645643.0,1.312606959033426
2019,Bethany,22767460,32791300.0,1.4402704561685844
2019,Woodbury,48182620,71538112.0,1.4847285598001936
2011,Wethersfield,70165300,81784075.0,1.1655914675772783
2009,Oxford,33687100,52419614.0,1.5560738086686001
2012,Middlebury,30934518,41923496.0,1.3552335290952326
2013,Deep River,12574200,16163245.0,1.2854292917243244
2015,Lyme,21399855,26366939.0,1.2321083016683991
2016,Sherman,31049800,45850855.0,1.4766876115144059
2017,Coventry,44491600,65838513.0,1.479796478436379
2018,Old Lyme,61367780,81560139.0,1.329038446559416
2020,Plymouth,36727310,62814446.6796875,1.7102926045955311
2020,Tolland,74246265,186820081.0,2.516221940591894
2001,Norwich,59383400,105895742.0,1.7832549500365422
2001,Goshen,14187211,29245004.0,2.0613638579140043
2009,New Milford,103821300,134984409.0,1.300161036319137
2006,Norfolk,4467700,14010786.0,3.1360176377106788
2007,Old Lyme,31993020,51543479.0,1.6110851366954417
2012,Portland,26100110,34597150.0,1.3255557160487064
2013,Woodstock,22462550,32948590.0,1.4668232235431864
2020,Bridgeport,20175835,2325122.0,0.11524291311858964
2001,Bloomfield,51757478,110735071.0,2.1394989724963027
2004,Oxford,249887482,198681940.0,0.7950856057687595
2014,Somers,25888720,38961980.0,1.5049790024381275
2015,Wallingford,172301900,220844583.0,1.2817303987942095
2018,Columbia,15871630,24754726.3515625,1.559683936152903
2018,Westport,537723258,727595607.84375,1.3531042167488876
2006,New Hartford,19972345,41308214.0,2.068270601173773
2010,Derby,20934340,20130316.0,0.9615930571491625
2012,Lyme,22039918,23944225.0,1.0864026354363023
2001,Ellington,39431647,71493086.0,1.81308901451669
2004,Columbia,15406610,35252199.0,2.2881217217804566
2004,Woodstock,30894810,63537418.0,2.056572544061608
2014,Avon,133679500,192290085.0,1.438441084833501
2016,New Milford,115601330,160846945.0,1.391393550575932
2016,Meriden,107838950,152150415.0,1.4109040842849452
2017,Branford,168916730,230304241.0,1.3634187744458468
2004,Stafford,108261570,65521040.0,0.6052105100637281
2004,Willington,15772250,28865025.0,1.8301146000095103
2005,Glastonbury,194451868,357799283.0,1.8400403486995558
2007,Derby,22145850,32026051.0,1.4461423246341865
2009,Hartland,3831460,5506788.0,1.4372557719511623
2009,Southbury,102384680,124467774.0,1.2156874837133838
2012,Lebanon,20008012,23008515.0,1.1499650739913592
2012,Tolland,38208110,48275248.0,1.2634817058472665
2001,Avon,102854690,199770409.0,1.942258627195318
2020,Kent,28830900,57169104.0,1.98291083524968
2001,Harwinton,9675140,16753450.0,1.7315976823074395
2002,Shelton,154265960,293683285.0,1.90374652321225
2003,Old Lyme,39813650,85983055.0,2.1596375866066033
2003,Manchester,137318460,296906898.0,2.1621775979718967
2009,Farmington,127748800,186054463.0,1.4564086942499657
2010,Avon,126746200,159351401.0,1.257247956940721
2012,Glastonbury,160898590,238896932.0,1.48476709460288
2017,Norwich,84241790,114668342.0,1.3611812142168394
2018,Ledyard,50280370,74152259.0,1.4747755237282463
2019,Canton,51139170,77471023.546875,1.5149057668881798
2003,Sterling,8297080,22890164.0,2.7588216577398312
2009,Wolcott,33871350,41486227.0,1.2248176408675768
2009,Winchester,28391145,36236989.0,1.2763482769011254
2019,Ridgefield,283601160,401647428.0,1.4162404272253328
2014,New Hartford,20956000,25540440.0,1.21876503149456
2015,Middlebury,34603760,51177214.0,1.4789495130008994
2017,Voluntown,5531940,8782000.0,1.5875081797705688
2018,Killingworth,24500890,37931140.0,1.5481535568707911
2019,Madison,145900570,214843509.0,1.4725337193679229
2001,Easton,38847800,93292174.0,2.401478951188999
2002,Woodstock,19753058,37863466.0,1.9168407241045917
2011,Waterford,87481290,89335970.0,1.0212008762102158
2016,Darien,416025530,635286069.0,1.5270362590488136
2016,Burlington,37665540,58065711.0,1.5416136606563984
2019,Avon,132890220,181299669.0,1.3642815024311044
2003,Beacon Falls,18642020,45739232.0,2.453555569621747
2003,Scotland,198800,590000.0,2.9678068410462775
2010,East Granby,15953700,20874691.0,1.3084545277897917
2013,Westbrook,38729140,40243171.0,1.0390928122855296
2019,Preston,59907540,23730849.0,0.39612457797465894
2019,Pomfret,17958840,29731895.0,1.655557652944177
2020,Darien,658112131,1091184389.0,1.6580523859086864
2006,Southington,134188716,214402936.0,1.5977717232200062
2017,Milford,276900491,422466819.6796875,1.5256990630604823
2019,East Lyme,99218580,153565689.0,1.5477513284306226
2007,Montville,36895590,59910430.0,1.6237829507537351
2009,South Windsor,72027340,99905145.0,1.3870447666122336
2010,Easton,39643540,42022635.0,1.0600121734840027
2012,Woodbridge,40447720,54294295.0,1.3423326456967166
2016,Bethlehem,8095200,12693367.0,1.568011537701354
2017,Easton,72153370,96431910.0,1.3364851842679004
2018,Derby,24939180,38383672.0,1.5390911810251982
2019,Bridgewater,14489050,21462330.0,1.4812793109279077
2020,Westbrook,60857670,102895033.0,1.6907488078330966
2002,Windsor,92934170,180211992.0,1.9391359711933727
2014,Lyme,14995485,19401850.0,1.2938461143470852
2017,Newington,78335693,121311796.0,1.5486145759890066
2018,Hebron,27580483,42190168.0,1.5297109916457954
2005,Somers,28498900,51045676.0,1.7911454828081084
2007,New Hartford,11733735,22670965.0,1.9321183749249493
2010,Washington,45846900,64098170.0,1.3980916921318562
2010,Tolland,29771125,46827720.0,1.5729241001137848
2014,Berlin,64726505,86545466.0,1.337094687871684
2014,Stafford,69614770,30476552.0,0.43778858997882203
2015,Brookfield,84935146,122533454.0,1.4426707878973917
2016,North Stonington,21679175,30805478.0,1.4209709548449145
2018,Westbrook,50247470,68749600.0,1.3682201312822317
2020,Glastonbury,223019750,372620151.0,1.670794407221782
2020,Woodstock,32843320,64901926.875,1.9761073751070233
2002,Union,1870790,3663738.0,1.9583908402332704
2005,Cromwell,46528324,94597017.0,2.033106049553816
2005,Middlebury,24462873,56713466.0,2.318348543934312
2009,Norwalk,406977988,469570113.0,1.1537973228173706
2015,Tolland,40446625,55357833.0,1.3686638378356661
2004,Prospect,23778190,50837573.0,2.1379917058447258
2007,Columbia,11509950,15546007.0,1.350658082789239
2008,Groton,69944965,94720983.0,1.354221608374527
2012,Voluntown,3685432,4578800.0,1.2424052322767045
2015,Redding,61076120,91678984.0,1.5010610366211867
2001,Westport,347933600,673693734.0,1.9362709838888799
2004,Orange,82966800,158517899.0,1.9106184522001572
2012,East Granby,19378600,25818702.0,1.3323306121185226
2014,Derby,20835750,27385759.0,1.3143639657799695
2015,Torrington,79125635,110113999.0,1.3916349486484374
2016,Bozrah,3762920,5576500.0,1.481960817662879
2006,Sterling,7395050,21405754.0,2.8946057159856933
2007,Griswold,29688400,43375673.0,1.461031008744156
2007,Voluntown,6898950,9055499.0,1.3125909015139985
2010,Ansonia,23334400,24178150.0,1.0361590613000549
2014,Deep River,13116380,16379354.0,1.2487709261244337
2016,Bolton,15539080,22099592.0,1.4221943641451102
2019,Bolton,16084356,22887126.0,1.4229432623848912
2020,Sharon,45422970,92248969.0,2.0308880947238808
2003,Clinton,45418000,101760733.0,2.2405375181646043
2016,Shelton,154120980,233566126.0,1.5154726241683643
2019,Woodstock,29205390,49092494.0,1.6809395115079786
2005,Columbia,13032030,32215213.0,2.4720026734131215
2005,Killingworth,23914820,51549056.0,2.1555276602541853
2011,Weston,86082200,104249507.0,1.2110460350688064
2012,Sharon,33821030,30274004.0,0.895123655311503
2019,Westbrook,45821685,66066725.90258789,1.4418222704509425
2001,Mansfield,21027855,43089454.0,2.0491606966093308
2005,New Britain,134373320,280813136.0,2.0897983022224946
2002,Old Saybrook,49661806,100408094.0,2.0218373451823317
2005,Darien,321457125,610772428.0,1.9000121027026544
2009,Preston,23215780,17169632.0,0.7395673115441308
2010,Orange,45186300,60042026.0,1.3287661525727932
2011,Salem,211500,271250.0,1.2825059101654845
2014,Sherman,23470900,33038764.0,1.4076479385110925
2014,Seymour,41511550,50942848.0,1.2271969608458368
2015,Sterling,9719540,12747554.0,1.3115388176806722
2015,Woodstock,28832800,43216438.0,1.4988637246469299
2001,East Hampton,44495360,71407935.0,1.604840032758472
2006,Monroe,81690990,153734875.0,1.8819073560009494
2011,North Canaan,7121590,7304584.0,1.0256956662767724
2014,New Haven,162727525,237509927.0,1.4595559478951088
2015,Bethel,79381890,120550883.0,1.518619460937501
2015,East Lyme,81588830,113907111.0,1.3961115878239705
2015,Southbury,110508110,154246322.0,1.3957918744606166
2016,Guilford,136990795,184615200.0,1.3476467524697553
2002,Lisbon,6263390,11699323.0,1.8678899126511361
2002,Morris,9485340,15541158.0,1.6384397396403292
2004,Andover,7971400,18978162.0,2.380781544019871
2005,Lyme,16805602,30867881.0,1.8367613965866858
2008,Stonington,103245900,88199334.0,0.854264760150282
2009,Colchester,39086323,56225853.0,1.4385045377637595
2009,Granby,29037370,38178538.0,1.3148070228123276
2013,Andover,5560720,7703082.0,1.385267015782129
2019,Willington,16425410,24367393.0,1.4835180978739648
